시군명,접수일자,상태,품종,품종상세,나이,체중,성별,중성화여부
용인시,2023-05,보호중,개,비숑 프리제,3,4.5,F,Q
용인시,2023-05,보호중,개,믹스견,1,4.0,F,N
용인시,2023-05,보호중,고양이,한국 고양이,0,0.67,F,N
용인시,2023-05,보호중,고양이,한국 고양이,0,0.4,F,N
용인시,2023-05,보호중,고양이,한국 고양이,0,0.32,M,N
용인시,2023-05,보호중,고양이,한국 고양이,0,0.2,F,N
용인시,2023-05,보호중,고양이,한국 고양이,0,0.19,F,N
용인시,2023-05,보호중,고양이,한국 고양이,0,0.16,F,N
하남시,2023-05,보호중,개,믹스견,4,12.0,F,N
시흥시,2023-05,보호중,개,라브라도 리트리버,6,29.0,M,N
여주시,2023-05,종료(자연사),개,믹스견,2,6.0,F,N
여주시,2023-05,보호중,개,믹스견,2,4.0,M,N
여주시,2023-05,보호중,개,믹스견,3,10.5,M,N
화성시,2023-05,보호중,개,믹스견,5,22.0,M,Q
화성시,2023-05,보호중,개,믹스견,5,10.0,M,N
화성시,2023-05,종료(자연사),고양이,한국 고양이,0,0.1,Q,N
화성시,2023-05,보호중,개,비숑 프리제,4,9.0,M,Q
화성시,2023-05,종료(자연사),개,믹스견,6,20.0,M,N
수원시,2023-05,보호중,개,믹스견,5,2.5,F,Q
안산시,2023-05,보호중,고양이,한국 고양이,0,0.53,F,N
고양시,2023-05,종료(자연사),고양이,한국 고양이,2,3.3,Q,N
포천시,2023-05,보호중,개,믹스견,1,8.4,M,N
양평군,2023-05,보호중,개,믹스견,1,6.5,F,Q
남양주시,2023-05,보호중,개,믹스견,1,4.0,M,N
고양시,2023-05,종료(반환),개,믹스견,1,8.0,F,Q
고양시,2023-05,보호중,개,믹스견,1,4.5,F,Q
안산시,2023-05,종료(반환),개,시츄,5,3.5,F,Q
부천시,2023-05,보호중,고양이,믹스묘,7,2.3,M,Y
안양시,2023-05,종료(반환),개,올드 잉글리쉬 쉽독,3,23.0,F,Q
수원시,2023-05,종료(반환),개,삽살개,2,19.3,M,N
양평군,2023-05,보호중,개,믹스견,4,7.0,M,Q
안양시,2023-05,보호중,개,라브라도 리트리버,3,25.0,M,N
부천시,2023-05,종료(자연사),고양이,한국 고양이,1,0.1,Q,N
부천시,2023-05,종료(자연사),고양이,한국 고양이,1,0.1,Q,N
부천시,2023-05,종료(자연사),고양이,한국 고양이,1,0.1,Q,Q
하남시,2023-05,종료(자연사),고양이,한국 고양이,2,3.0,F,N
김포시,2023-05,보호중,개,믹스견,1,4.8,M,N
수원시,2023-05,보호중,개,믹스견,6,21.5,F,Q
수원시,2023-05,보호중,고양이,한국 고양이,0,0.16,Q,Q
수원시,2023-05,보호중,고양이,한국 고양이,6,2.5,M,Y
수원시,2023-05,종료(반환),개,웰시 코기 펨브로크,11,14.5,F,Q
김포시,2023-05,보호중,개,믹스견,1,4.6,M,N
김포시,2023-05,보호중,개,믹스견,4,13.6,M,N
양주시,2023-05,보호중,개,믹스견,9,5.6,F,Q
양주시,2023-05,종료(반환),개,믹스견,6,18.0,F,Q
부천시,2023-05,보호중,개,코카 스파니엘,2,6.6,M,N
남양주시,2023-05,종료(반환),개,골든 리트리버,9,30.0,F,N
오산시,2023-05,보호중,개,믹스견,4,12.8,M,N
여주시,2023-05,보호중,개,믹스견,3,24.0,M,N
부천시,2023-05,보호중,개,빠삐용,1,4.0,M,Y
부천시,2023-05,보호중,개,푸들,2,3.5,M,N
양평군,2023-05,보호중,개,포메라니안,11,3.5,M,N
수원시,2023-05,보호중,개,푸들,4,5.0,M,Y
광명시,2023-05,보호중,고양이,한국 고양이,0,1.3,F,N
김포시,2023-05,종료(자연사),고양이,한국 고양이,0,0.28,M,N
김포시,2023-05,종료(자연사),고양이,한국 고양이,0,0.26,M,N
김포시,2023-05,종료(자연사),고양이,한국 고양이,0,0.24,M,N
고양시,2023-05,보호중,개,믹스견,0,6.2,F,Q
고양시,2023-05,보호중,개,믹스견,2,5.5,F,Q
안산시,2023-05,종료(반환),개,웰시 코기 카디건,4,7.0,F,Q
김포시,2023-05,종료(자연사),고양이,한국 고양이,0,0.24,M,N
포천시,2023-05,보호중,고양이,한국 고양이,4,4.0,M,Y
연천군,2023-05,종료(자연사),개,믹스견,5,13.0,F,Q
안산시,2023-05,종료(자연사),기타축종,고슴도치,1,1.6,Q,Q
여주시,2023-05,보호중,개,풍산견,3,25.0,F,N
부천시,2023-05,보호중,고양이,한국 고양이,0,0.1,Q,N
여주시,2023-05,보호중,개,믹스견,2,4.7,F,N
여주시,2023-05,보호중,개,프렌치 불독,8,8.5,F,N
부천시,2023-05,종료(자연사),고양이,한국 고양이,1,0.1,Q,N
부천시,2023-05,종료(자연사),고양이,한국 고양이,1,0.1,Q,N
부천시,2023-05,종료(자연사),고양이,한국 고양이,1,0.1,Q,N
부천시,2023-05,종료(자연사),고양이,한국 고양이,0,0.1,Q,N
부천시,2023-05,종료(자연사),고양이,한국 고양이,0,0.1,Q,N
부천시,2023-05,종료(자연사),고양이,한국 고양이,0,0.1,Q,N
부천시,2023-05,종료(자연사),고양이,한국 고양이,0,0.1,Q,N
부천시,2023-05,종료(자연사),고양이,한국 고양이,0,0.1,Q,N
부천시,2023-05,종료(자연사),고양이,한국 고양이,0,0.1,Q,N
부천시,2023-05,종료(자연사),고양이,한국 고양이,0,0.1,Q,N
성남시,2023-05,종료(반환),개,브리타니 스파니엘,7,17.86,F,Q
여주시,2023-05,보호중,개,믹스견,2,8.5,M,N
여주시,2023-05,종료(반환),개,셰퍼드,6,23.0,F,N
용인시,2023-05,보호중,개,믹스견,0,0.33,M,N
용인시,2023-05,보호중,개,믹스견,0,0.43,M,N
수원시,2023-05,보호중,고양이,한국 고양이,0,0.61,M,N
양평군,2023-05,보호중,개,믹스견,1,5.0,Q,Q
용인시,2023-05,보호중,개,믹스견,0,0.32,M,N
용인시,2023-05,보호중,개,믹스견,0,0.36,M,N
파주시,2023-05,보호중,개,믹스견,2,3.4,M,N
포천시,2023-05,보호중,개,믹스견,1,5.8,M,N
포천시,2023-05,보호중,개,믹스견,3,7.6,M,N
파주시,2023-05,보호중,개,말티즈,11,2.2,M,Y
파주시,2023-05,보호중,개,믹스견,0,0.5,F,Q
파주시,2023-05,보호중,개,믹스견,4,8.6,F,Q
포천시,2023-05,보호중,개,믹스견,1,5.7,M,N
파주시,2023-05,보호중,개,믹스견,1,5.8,M,N
안산시,2023-05,보호중,고양이,한국 고양이,0,0.41,F,N
군포시,2023-05,종료(반환),개,닥스훈트,9,6.0,M,Y
파주시,2023-05,보호중,개,믹스견,0,0.54,F,Q
파주시,2023-05,보호중,개,믹스견,0,0.6,F,Q
파주시,2023-05,보호중,개,믹스견,0,0.56,F,Q
안산시,2023-05,보호중,고양이,한국 고양이,0,0.6,M,N
안산시,2023-05,종료(자연사),고양이,한국 고양이,0,0.35,Q,N
안산시,2023-05,종료(자연사),고양이,한국 고양이,0,0.4,Q,N
안산시,2023-05,보호중,고양이,한국 고양이,3,4.0,Q,Q
파주시,2023-05,보호중,개,믹스견,1,3.9,M,N
동두천시,2023-05,종료(반환),개,믹스견,6,8.0,M,N
파주시,2023-05,보호중,개,믹스견,2,2.7,F,Q
파주시,2023-05,보호중,개,믹스견,2,2.4,F,Q
파주시,2023-05,보호중,개,믹스견,0,0.54,M,N
파주시,2023-05,보호중,개,믹스견,0,0.56,F,Q
의정부시,2023-05,보호중,기타축종,흑염소,1,15.0,F,Q
파주시,2023-05,보호중,개,믹스견,0,0.68,M,N
파주시,2023-05,보호중,개,믹스견,0,0.6,M,N
성남시,2023-05,종료(자연사),고양이,한국 고양이,0,0.05,F,N
성남시,2023-05,종료(반환),개,보더 콜리,7,11.0,M,N
용인시,2023-05,보호중,고양이,한국 고양이,0,0.17,M,N
이천시,2023-05,보호중,개,시바,4,9.5,F,N
이천시,2023-05,보호중,개,포인터,1,5.0,M,N
안산시,2023-05,보호중,개,믹스견,3,7.0,F,N
남양주시,2023-05,보호중,고양이,믹스묘,0,0.2,M,N
여주시,2023-05,보호중,고양이,한국 고양이,0,0.4,F,N
부천시,2023-05,종료(반환),개,말티즈,11,3.5,M,Y
성남시,2023-05,보호중,개,믹스견,1,2.42,F,N
양주시,2023-05,종료(반환),개,푸들,5,7.3,M,N
광주시,2023-05,보호중,고양이,한국 고양이,0,0.2,M,N
광주시,2023-05,보호중,고양이,한국 고양이,0,0.2,M,N
광주시,2023-05,보호중,고양이,한국 고양이,0,0.2,F,N
화성시,2023-05,보호중,개,믹스견,6,20.0,F,N
양평군,2023-05,종료(반환),개,믹스견,1,6.5,F,Q
이천시,2023-05,보호중,개,믹스견,1,8.7,M,N
이천시,2023-05,보호중,개,포인터,1,5.3,M,N
이천시,2023-05,보호중,개,포인터,1,5.2,M,N
이천시,2023-05,종료(자연사),개,포인터,1,5.5,M,N
이천시,2023-05,종료(자연사),개,포인터,1,4.8,F,N
이천시,2023-05,종료(자연사),개,믹스견,3,8.0,F,N
이천시,2023-05,보호중,개,믹스견,0,2.0,F,N
이천시,2023-05,보호중,개,진도견,0,2.2,M,N
이천시,2023-05,종료(자연사),개,믹스견,0,1.7,F,N
용인시,2023-05,보호중,고양이,한국 고양이,2,3.5,F,N
용인시,2023-05,보호중,개,믹스견,2,10.0,F,N
용인시,2023-05,보호중,고양이,한국 고양이,0,0.37,M,N
시흥시,2023-05,보호중,개,믹스견,6,20.0,M,N
남양주시,2023-05,보호중,개,믹스견,1,5.0,M,N
안산시,2023-05,보호중,개,이탈리안 그레이 하운드,5,3.9,M,N
평택시,2023-05,보호중,고양이,한국 고양이,8,2.1,M,N
남양주시,2023-05,보호중,개,믹스견,5,20.0,F,N
남양주시,2023-05,보호중,고양이,믹스묘,0,0.2,F,N
남양주시,2023-05,종료(자연사),고양이,믹스묘,0,0.2,M,N
여주시,2023-05,종료(자연사),고양이,한국 고양이,0,0.7,M,N
여주시,2023-05,종료(자연사),개,믹스견,1,5.0,F,N
여주시,2023-05,보호중,고양이,한국 고양이,0,0.4,M,N
여주시,2023-05,보호중,고양이,한국 고양이,0,0.4,F,N
여주시,2023-05,보호중,고양이,한국 고양이,0,0.4,M,N
평택시,2023-05,보호중,기타축종,돼지,1,15.0,F,N
평택시,2023-05,종료(반환),개,치와와,6,3.5,M,N
평택시,2023-05,보호중,개,믹스견,10,7.0,F,N
평택시,2023-05,보호중,개,믹스견,3,13.0,F,N
평택시,2023-05,종료(반환),개,시츄,3,4.9,F,N
부천시,2023-05,종료(자연사),고양이,한국 고양이,0,0.4,M,N
부천시,2023-05,종료(자연사),고양이,한국 고양이,0,0.4,M,N
부천시,2023-05,종료(반환),개,믹스견,4,9.0,M,Y
성남시,2023-05,종료(반환),개,믹스견,7,10.0,M,N
성남시,2023-05,보호중,개,시베리안 허스키,1,3.04,F,N
양주시,2023-05,보호중,개,믹스견,4,11.0,M,N
포천시,2023-05,종료(자연사),개,믹스견,1,4.5,M,N
안산시,2023-05,종료(반환),개,시츄,11,7.0,M,Y
광주시,2023-05,보호중,개,믹스견,2,12.0,F,N
파주시,2023-05,보호중,개,믹스견,3,5.8,F,Q
시흥시,2023-05,종료(반환),개,말티즈,13,2.0,F,N
평택시,2023-05,보호중,개,믹스견,1,7.0,M,N
성남시,2023-05,보호중,개,포메라니안,3,5.7,M,N
하남시,2023-05,보호중,개,믹스견,3,20.0,M,N
고양시,2023-05,종료(자연사),개,믹스견,2,14.0,F,Q
고양시,2023-05,종료(반환),개,포메라니안,16,3.5,M,Y
고양시,2023-05,종료(반환),개,포메라니안,16,2.5,F,Q
안양시,2023-05,보호중,개,믹스견,1,4.0,M,N
수원시,2023-05,종료(반환),개,믹스견,7,10.9,F,Q
수원시,2023-05,종료(자연사),고양이,한국 고양이,0,0.36,F,N
양평군,2023-05,종료(반환),개,믹스견,4,22.0,M,Q
안성시,2023-05,보호중,개,믹스견,4,13.9,F,N
안성시,2023-05,종료(자연사),개,믹스견,1,7.0,F,N
안성시,2023-05,보호중,개,믹스견,3,10.5,M,N
이천시,2023-05,보호중,개,포인터,1,4.5,M,N
이천시,2023-05,보호중,개,믹스견,1,4.2,F,N
이천시,2023-05,보호중,개,포인터,1,5.5,M,N
이천시,2023-05,종료(자연사),개,포인터,1,4.5,M,N
이천시,2023-05,보호중,개,믹스견,1,4.5,M,N
이천시,2023-05,보호중,개,포메라니안,9,3.2,M,N
파주시,2023-05,보호중,개,믹스견,1,6.9,M,N
용인시,2023-05,보호중,개,믹스견,2,16.0,M,N
하남시,2023-05,보호중,고양이,한국 고양이,3,3.0,M,Y
하남시,2023-05,종료(반환),개,푸들,6,2.3,F,N
오산시,2023-05,종료(반환),개,푸들,8,4.9,F,Q
오산시,2023-05,보호중,개,푸들,5,4.0,F,Q
안산시,2023-05,종료(자연사),고양이,한국 고양이,0,0.16,F,N
평택시,2023-05,보호중,개,믹스견,6,6.0,M,N
평택시,2023-05,보호중,개,믹스견,13,6.0,M,N
평택시,2023-05,보호중,개,저먼 셰퍼드 독,4,18.0,M,N
평택시,2023-05,종료(자연사),개,말티즈,10,4.0,M,N
평택시,2023-05,종료(반환),개,믹스견,3,15.0,F,N
부천시,2023-05,종료(자연사),고양이,한국 고양이,0,0.1,Q,N
부천시,2023-05,종료(반환),개,치와와,9,1.5,F,Q
의정부시,2023-05,보호중,기타축종,닭,2,2.1,Q,Q
의정부시,2023-05,종료(반환),개,시츄,3,5.8,M,N
성남시,2023-05,보호중,고양이,한국 고양이,0,0.5,M,N
성남시,2023-05,종료(반환),개,말티즈,3,3.1,F,Q
성남시,2023-05,보호중,고양이,한국 고양이,0,0.14,M,N
성남시,2023-05,보호중,고양이,한국 고양이,0,0.12,F,N
성남시,2023-05,종료(반환),개,푸들,6,3.3,M,Y
포천시,2023-05,보호중,개,믹스견,1,2.4,F,Q
포천시,2023-05,보호중,개,믹스견,1,3.3,M,N
포천시,2023-05,보호중,개,믹스견,1,2.8,F,Q
포천시,2023-05,보호중,개,믹스견,1,3.5,M,N
포천시,2023-05,보호중,개,믹스견,1,3.4,M,N
김포시,2023-05,보호중,개,믹스견,1,3.6,F,Q
김포시,2023-05,보호중,개,믹스견,1,4.1,F,Q
파주시,2023-05,보호중,개,믹스견,1,6.6,M,N
파주시,2023-05,보호중,개,믹스견,1,6.0,F,Q
포천시,2023-05,보호중,개,믹스견,1,6.6,F,Q
포천시,2023-05,보호중,개,믹스견,1,5.2,M,N
파주시,2023-05,보호중,개,믹스견,1,5.9,F,Q
안성시,2023-05,보호중,개,믹스견,1,5.9,F,N
의왕시,2023-05,종료(자연사),고양이,한국 고양이,0,0.4,F,N
의왕시,2023-05,종료(자연사),고양이,한국 고양이,0,0.4,M,N
고양시,2023-05,종료(반환),개,믹스견,3,22.0,M,N
광명시,2023-05,종료(자연사),고양이,한국 고양이,0,0.2,M,N
의정부시,2023-05,보호중,고양이,한국 고양이,0,0.12,M,N
포천시,2023-05,종료(자연사),개,믹스견,0,0.15,M,N
포천시,2023-05,종료(자연사),개,믹스견,0,0.2,F,Q
포천시,2023-05,종료(자연사),개,믹스견,0,0.2,M,N
포천시,2023-05,보호중,개,믹스견,4,25.0,F,Q
김포시,2023-05,보호중,개,믹스견,2,10.5,M,Q
김포시,2023-05,보호중,개,믹스견,2,17.0,F,Q
김포시,2023-05,보호중,개,미니어쳐 핀셔,11,3.2,M,N
김포시,2023-05,보호중,개,믹스견,0,1.6,M,N
김포시,2023-05,보호중,개,믹스견,0,1.7,F,Q
김포시,2023-05,보호중,개,믹스견,0,1.3,F,Q
김포시,2023-05,보호중,개,믹스견,0,1.8,M,N
군포시,2023-05,보호중,기타축종,토끼,1,3.0,Q,Q
의정부시,2023-05,보호중,개,믹스견,2,14.0,F,Q
김포시,2023-05,보호중,개,믹스견,0,1.6,F,Q
김포시,2023-05,보호중,개,믹스견,0,0.6,F,Q
김포시,2023-05,보호중,개,믹스견,0,1.7,F,Q
안성시,2023-05,보호중,개,믹스견,0,0.8,M,N
안성시,2023-05,보호중,개,믹스견,0,0.65,M,N
안성시,2023-05,보호중,개,믹스견,0,0.7,F,N
안성시,2023-05,보호중,개,믹스견,0,0.85,M,N
안성시,2023-05,보호중,개,믹스견,1,6.2,F,N
김포시,2023-05,보호중,개,믹스견,0,1.4,M,N
안성시,2023-05,보호중,개,믹스견,0,7.0,F,N
파주시,2023-05,보호중,개,믹스견,0,1.2,M,N
고양시,2023-05,보호중,고양이,한국 고양이,3,3.0,M,Y
포천시,2023-05,종료(자연사),개,믹스견,0,0.2,M,N
포천시,2023-05,종료(자연사),개,믹스견,0,0.16,F,Q
수원시,2023-05,보호중,기타축종,토끼,4,1.5,M,Q
광명시,2023-05,보호중,기타축종,백한,1,5.0,Q,Q
수원시,2023-05,종료(반환),개,푸들,8,5.3,M,Y
수원시,2023-05,종료(반환),개,골든 리트리버,8,38.0,F,Q
안성시,2023-05,보호중,개,믹스견,1,2.78,M,N
파주시,2023-05,보호중,개,믹스견,0,1.7,M,N
파주시,2023-05,보호중,개,믹스견,0,1.7,M,N
파주시,2023-05,보호중,개,믹스견,0,1.8,M,N
파주시,2023-05,보호중,개,믹스견,0,2.0,F,Q
파주시,2023-05,보호중,개,믹스견,0,1.6,F,Q
파주시,2023-05,보호중,개,믹스견,0,1.7,F,Q
의왕시,2023-05,종료(자연사),고양이,한국 고양이,0,0.4,F,N
의왕시,2023-05,종료(자연사),고양이,한국 고양이,0,0.4,M,N
용인시,2023-05,보호중,고양이,한국 고양이,0,0.58,F,N
수원시,2023-05,종료(반환),개,포메라니안,4,2.7,F,Q
시흥시,2023-05,보호중,개,믹스견,0,0.6,F,N
시흥시,2023-05,보호중,개,믹스견,0,0.8,M,N
시흥시,2023-05,보호중,개,믹스견,0,0.7,F,N
오산시,2023-05,종료(자연사),고양이,한국 고양이,0,0.1,Q,Q
오산시,2023-05,보호중,고양이,한국 고양이,0,0.1,Q,Q
남양주시,2023-05,보호중,기타축종,사랑앵무,2,0.2,M,N
남양주시,2023-05,보호중,고양이,믹스묘,0,0.1,M,N
시흥시,2023-05,보호중,개,믹스견,0,0.9,F,N
시흥시,2023-05,보호중,개,믹스견,0,0.9,F,N
시흥시,2023-05,보호중,개,믹스견,0,1.2,M,N
시흥시,2023-05,보호중,개,믹스견,0,1.3,F,N
시흥시,2023-05,보호중,개,믹스견,0,1.2,F,N
시흥시,2023-05,보호중,고양이,브리티시 쇼트헤어,2,2.5,F,Q
시흥시,2023-05,종료(반환),개,웰시 코기 펨브로크,1,9.0,M,N
시흥시,2023-05,종료(자연사),고양이,한국 고양이,3,3.0,F,N
성남시,2023-05,보호중,고양이,한국 고양이,6,5.3,M,Y
부천시,2023-05,보호중,개,믹스견,1,5.5,M,N
부천시,2023-05,종료(자연사),고양이,한국 고양이,0,0.1,Q,Q
부천시,2023-05,종료(자연사),고양이,한국 고양이,0,0.1,Q,Q
부천시,2023-05,종료(자연사),고양이,한국 고양이,0,0.1,Q,Q
부천시,2023-05,종료(자연사),고양이,한국 고양이,0,0.1,Q,Q
부천시,2023-05,종료(반환),개,포메라니안,3,7.0,F,Q
평택시,2023-05,보호중,개,믹스견,2,6.0,F,N
평택시,2023-05,보호중,개,믹스견,0,1.7,M,N
평택시,2023-05,보호중,개,믹스견,0,1.2,M,N
안성시,2023-05,보호중,개,믹스견,3,6.5,F,N
용인시,2023-05,종료(입양),고양이,한국 고양이,0,0.66,F,N
평택시,2023-05,보호중,고양이,페르시안,4,2.8,F,Q
부천시,2023-05,종료(자연사),고양이,한국 고양이,0,0.1,Q,Q
용인시,2023-05,종료(입양),고양이,한국 고양이,0,0.5,F,N
오산시,2023-05,종료(자연사),고양이,한국 고양이,0,0.1,Q,Q
시흥시,2023-05,종료(반환),고양이,페르시안,2,2.5,F,Q
광주시,2023-05,보호중,고양이,한국 고양이,2,0.7,F,N
안성시,2023-05,종료(반환),개,저먼 셰퍼드 독,12,30.0,F,N
안성시,2023-05,종료(반환),개,저먼 셰퍼드 독,2,30.0,M,N
안성시,2023-05,보호중,개,믹스견,0,0.85,M,N
안성시,2023-05,보호중,개,믹스견,0,0.75,F,N
안성시,2023-05,보호중,개,믹스견,0,0.7,F,N
안성시,2023-05,보호중,개,믹스견,0,0.7,F,N
안성시,2023-05,보호중,개,믹스견,0,0.6,F,N
이천시,2023-05,보호중,개,믹스견,2,15.0,M,N
이천시,2023-05,종료(자연사),개,믹스견,2,11.0,F,N
이천시,2023-05,보호중,개,포인터,5,23.0,F,N
용인시,2023-05,종료(입양),고양이,한국 고양이,0,0.45,F,N
고양시,2023-05,보호중,고양이,페르시안,3,2.1,F,Q
평택시,2023-05,보호중,고양이,한국 고양이,0,0.3,F,N
평택시,2023-05,보호중,개,믹스견,3,17.0,F,N
평택시,2023-05,보호중,개,믹스견,0,1.0,M,N
화성시,2023-05,보호중,개,믹스견,2,8.0,F,N
화성시,2023-05,보호중,개,믹스견,1,3.0,F,N
화성시,2023-05,보호중,개,믹스견,1,3.0,F,N
화성시,2023-05,보호중,개,믹스견,1,3.0,F,N
화성시,2023-05,보호중,개,믹스견,1,3.0,F,N
화성시,2023-05,보호중,개,믹스견,4,14.0,F,Q
화성시,2023-05,종료(자연사),고양이,한국 고양이,0,0.1,Q,Q
화성시,2023-05,종료(자연사),고양이,한국 고양이,0,0.1,Q,Q
화성시,2023-05,종료(반환),개,믹스견,6,18.0,F,Q
화성시,2023-05,종료(입양),고양이,한국 고양이,0,0.1,Q,Q
화성시,2023-05,종료(입양),고양이,한국 고양이,0,0.1,Q,Q
광명시,2023-05,보호중,개,포메라니안,2,4.0,M,N
광명시,2023-05,보호중,개,포메라니안,2,3.0,F,Q
고양시,2023-05,보호중,개,믹스견,1,2.2,F,N
고양시,2023-05,보호중,개,믹스견,1,3.0,F,N
양주시,2023-05,보호중,개,믹스견,2,4.8,F,Q
의정부시,2023-05,보호중,개,믹스견,0,2.2,F,Q
